DateTime,email,ip,type,useragent
2021-11-02T20:37:34.096Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T20:37:41.137Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.58.126,Dunkin Click,null
2021-11-02T20:37:41.218Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T20:38:39.055Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,104.47.55.126,Skyward Click,null
2021-11-02T20:38:39.391Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T20:38:50.686Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,104.47.70.126,Skyward Click,null
2021-11-02T20:38:50.810Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T20:39:05.092Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.70.126,Dunkin Click,null
2021-11-02T20:39:05.164Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T20:39:29.908Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,104.47.70.126,Dunkin Click,null
2021-11-02T20:39:30.037Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T20:39:41.728Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,173.232.106.1,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-02T20:39:48.232Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,104.47.70.126,Skyward Click,null
2021-11-02T20:39:48.304Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T20:40:51.384Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,104.47.55.126,Skyward Click,null
2021-11-02T20:40:51.561Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T20:53:32.698Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,104.47.55.126,Dunkin Click,null
2021-11-02T20:53:32.953Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T20:53:46.697Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,216.104.45.182,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
2021-11-02T23:00:46.456Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,76.217.231.72,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T23:00:55.047Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,76.217.231.72,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T23:00:57.197Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,76.217.231.72,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-02T23:00:58.859Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,76.217.231.72,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T03:35:18.936Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.58.126,Skyward Click,null
2021-11-03T03:35:19.311Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,76.217.231.72,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T03:35:30.139Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,107.181.133.102,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-03T03:38:32.934Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.70.126,Skyward Click,null
2021-11-03T03:38:33.114Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,76.217.231.72,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T14:49:43.402Z,2b619e231fada17c583b22a2bbb8853d9ce1713c56b5e94e0f77555b5e41b055,104.47.58.126,Dunkin Click,null
2021-11-03T14:49:43.791Z,2b619e231fada17c583b22a2bbb8853d9ce1713c56b5e94e0f77555b5e41b055,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T14:49:55.063Z,2b619e231fada17c583b22a2bbb8853d9ce1713c56b5e94e0f77555b5e41b055,98.158.184.187,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-03T15:14:46.085Z,401ae61fb850b9fbdcdaf5fe70583a827ecfe06150f6fdf628e821fdcaf51288,104.47.55.126,Dunkin Click,null
2021-11-03T15:14:46.468Z,401ae61fb850b9fbdcdaf5fe70583a827ecfe06150f6fdf628e821fdcaf51288,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
2021-11-03T15:15:03.703Z,401ae61fb850b9fbdcdaf5fe70583a827ecfe06150f6fdf628e821fdcaf51288,104.47.55.126,Skyward Click,null
2021-11-03T15:15:03.796Z,401ae61fb850b9fbdcdaf5fe70583a827ecfe06150f6fdf628e821fdcaf51288,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36"
2021-11-03T15:15:09.151Z,401ae61fb850b9fbdcdaf5fe70583a827ecfe06150f6fdf628e821fdcaf51288,64.34.253.4,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-03T15:15:17.087Z,401ae61fb850b9fbdcdaf5fe70583a827ecfe06150f6fdf628e821fdcaf51288,99.198.127.146,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
2021-11-03T15:17:52.131Z,2b619e231fada17c583b22a2bbb8853d9ce1713c56b5e94e0f77555b5e41b055,104.47.55.126,Dunkin Click,null
2021-11-03T15:17:52.315Z,2b619e231fada17c583b22a2bbb8853d9ce1713c56b5e94e0f77555b5e41b055,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T15:18:09.037Z,2b619e231fada17c583b22a2bbb8853d9ce1713c56b5e94e0f77555b5e41b055,64.34.218.102,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
2021-11-03T15:24:48.747Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,104.47.58.126,Dunkin Click,null
2021-11-03T15:24:49.137Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T15:25:03.638Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,198.57.46.194,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
2021-11-03T15:46:00.055Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,104.47.58.126,Dunkin Click,null
2021-11-03T15:46:00.245Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T15:46:11.367Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,104.47.58.126,Skyward Click,null
2021-11-03T15:46:11.458Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T15:46:16.226Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,173.232.105.121,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-03T15:46:25.783Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,20.98.124.235,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
2021-11-03T16:24:17.792Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T16:24:54.496Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T16:24:57.959Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T16:26:49.471Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T16:27:00.707Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:16:24.509Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.129.41.3,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
2021-11-03T17:16:36.311Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,52.154.172.206,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
2021-11-03T17:17:15.600Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.58.126,Dunkin Click,null
2021-11-03T17:17:15.986Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:17:20.740Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.58.126,Dunkin Click,null
2021-11-03T17:17:20.825Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:17:23.621Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.58.126,Dunkin Click,null
2021-11-03T17:17:23.713Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:17:27.971Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.58.126,Dunkin Click,null
2021-11-03T17:17:28.067Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:17:29.607Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.70.126,Dunkin Click,null
2021-11-03T17:17:29.677Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:17:31.552Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.70.126,Dunkin Click,null
2021-11-03T17:17:31.627Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:17:33.187Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.70.126,Dunkin Click,null
2021-11-03T17:17:33.270Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:17:38.530Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.70.126,Skyward Click,null
2021-11-03T17:17:38.606Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:19:37.794Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,104.47.58.126,Skyward Click,null
2021-11-03T17:19:37.933Z,129d93d8c305a658339e9f33017a7c0344c418887b0753719912225d88457503,12.177.158.6,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15"
2021-11-03T17:25:21.571Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,104.47.58.126,Skyward Click,null
2021-11-03T17:25:21.870Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T17:25:32.491Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,13.64.230.136,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
2021-11-03T17:27:58.707Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,104.47.55.126,Dunkin Click,null
2021-11-03T17:27:58.873Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T17:28:07.833Z,14ba86e6a5e845d742697adcdd91aaf038cee0792ffd723ad4bbee618ca9ff50,20.72.100.79,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
2021-11-03T17:32:01.689Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.70.126,Skyward Click,null
2021-11-03T17:32:02.030Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:32:29.864Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,50.2.139.106,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
2021-11-03T17:33:42.083Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.55.126,Dunkin Click,null
2021-11-03T17:33:42.340Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:33:54.292Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.55.126,Dunkin Click,null
2021-11-03T17:33:54.398Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:33:55.743Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,20.72.100.79,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
2021-11-03T17:33:57.906Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.55.126,Dunkin Click,null
2021-11-03T17:33:58.018Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:33:58.651Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:33:59.934Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.55.126,Dunkin Click,null
2021-11-03T17:34:00.062Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:34:07.005Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.55.126,Dunkin Click,null
2021-11-03T17:34:07.151Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:34:08.123Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.55.126,Dunkin Click,null
2021-11-03T17:34:08.229Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:34:23.176Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,104.47.55.126,Skyward Click,null
2021-11-03T17:34:23.291Z,dd8d2702c955aa5e08f8e94991e9df5d6c5ffcb283079fc58052f92d45f42b6a,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:44:40.227Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,104.47.70.126,Skyward Click,null
2021-11-03T17:44:40.500Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:44:48.940Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,104.47.70.126,Dunkin Click,null
2021-11-03T17:44:48.998Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
2021-11-03T17:44:53.282Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,162.248.7.109,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
2021-11-03T17:45:01.420Z,4f8eaaa91c8c761904411e0f84997f9510d3922f59e31cf396f4aa2c6a992caa,199.195.192.28,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
2021-11-03T18:14:44.571Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,104.47.70.126,Skyward Click,null
2021-11-03T18:14:44.817Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T18:14:51.557Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,104.47.70.126,Skyward Click,null
2021-11-03T18:14:51.694Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T18:14:58.841Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,174.127.125.115,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
2021-11-03T18:15:29.502Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,104.47.70.126,Dunkin Click,null
2021-11-03T18:15:29.590Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
2021-11-03T18:16:03.851Z,96454fd737dda5c6f63639d81fa2a747e063ba7c08f3aeadff2d70a6206ded61,173.232.106.1,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
