,DateTime,email,ip,type,useragent
1116,2021-11-05T16:47:50.551Z,6fa640bd05895a7fe788925fde76ef0942e4e946064dc2f7f4919f23feb6f856,67.214.160.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1117,2021-11-05T16:47:50.861Z,46c065028703cdf14f2fbc8caed265756197865db468195532a9ca4d4b788ee8,66.206.29.217,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1118,2021-11-05T16:47:55.397Z,6f2d11a44d8f8eefe21049ebbb023ff92d4fa1421e9e1551953d9ff3a35dc29b,199.15.251.58,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1119,2021-11-05T16:48:11.023Z,58b69e88156ffb431fce2a1611131ad02bf3430b4a98ec26ea8cf4622da56f97,192.3.140.211,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1122,2021-11-05T16:48:32.340Z,108a0282a548257964c48ea6037b6be8dbac25d61bf7be492b913aae992ede82,199.231.93.253,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1128,2021-11-05T16:50:25.759Z,4c1ffdfc24c25ad381c4fbb098bbe7d6cfc294e76ebfb708114e35fe73c614f5,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36"
1129,2021-11-05T16:50:27.931Z,7eaf5a651b08900a2c4471a343eb1d94956635d5dc27938dea431bb3767c9c80,208.110.66.75,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1133,2021-11-05T16:50:32.391Z,c1dad41af3e495627e04bb993f78e1eee902afa52a59ac97ea4c137091a1e38f,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1136,2021-11-05T16:50:42.445Z,4c1ffdfc24c25ad381c4fbb098bbe7d6cfc294e76ebfb708114e35fe73c614f5,69.28.91.210,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1140,2021-11-05T16:50:48.750Z,c1dad41af3e495627e04bb993f78e1eee902afa52a59ac97ea4c137091a1e38f,104.152.222.7,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1143,2021-11-05T16:50:53.748Z,b05afc61915657b4048f9b004f01bdd73875ffc7f9a892574e5bf4c8ec8b6eb5,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1146,2021-11-05T16:52:09.677Z,56e741ccade7e640a354a553dfc5babbde085f169a7928af833d41cc8485197a,216.104.38.106,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1150,2021-11-05T16:53:59.697Z,1430950faf5ad7fcb1b4f3f57da0502cba7314adeaa4eb2f02f54df0569a797d,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1151,2021-11-05T16:54:13.629Z,1430950faf5ad7fcb1b4f3f57da0502cba7314adeaa4eb2f02f54df0569a797d,174.127.75.239,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1153,2021-11-05T16:54:58.447Z,4061dd0385611d02d35282ca5a3633390379ee9c1519bbe54b367637ccc83db6,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1154,2021-11-05T16:55:16.420Z,4061dd0385611d02d35282ca5a3633390379ee9c1519bbe54b367637ccc83db6,64.57.87.148,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1156,2021-11-05T16:55:38.785Z,0cab54fa035013d324e89aad0988ac75987fd322e3437c9af9873c7a8a472fa9,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1158,2021-11-05T16:55:49.889Z,56b3cfb1f14c866ffb16292f9804a328d33b13673726ab07264929bd93a49a4f,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1159,2021-11-05T16:56:15.368Z,0cab54fa035013d324e89aad0988ac75987fd322e3437c9af9873c7a8a472fa9,50.2.193.110,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1161,2021-11-05T16:57:26.083Z,f33b9266961458d826087c9a29c9c5ce31767e38b559852c931b981affc96fef,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1163,2021-11-05T16:57:41.673Z,4680be1807d5e5d5df6e98f3a1587d7898650e6ce570018ab53cad001e31d16c,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36 Edg/95.0.1020.40"
1165,2021-11-05T16:59:59.109Z,9c946bed725a0b334d4a1cd04683d6bd33cf648ae80e951cf91badedab65e8a8,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1166,2021-11-05T17:00:18.420Z,9c946bed725a0b334d4a1cd04683d6bd33cf648ae80e951cf91badedab65e8a8,216.104.45.180,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1168,2021-11-05T17:00:31.747Z,ec14c32c3acb088fa7957cd298dd82a4e94512b429d7e5ea6d7ddb872802414e,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1169,2021-11-05T17:00:45.721Z,ec14c32c3acb088fa7957cd298dd82a4e94512b429d7e5ea6d7ddb872802414e,174.127.71.236,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1171,2021-11-05T17:00:49.502Z,416cc6d1a6ef9da191425dd396f828f4bfca379331f03b9eff1acaaaf6c4f264,69.47.54.239,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36 Edg/95.0.1020.30"
1174,2021-11-05T17:00:51.548Z,2d654d177d6dd37aeef9a5e93982f2621050adaad2943383726265676bb5f857,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1176,2021-11-05T17:01:01.571Z,416cc6d1a6ef9da191425dd396f828f4bfca379331f03b9eff1acaaaf6c4f264,104.206.225.246,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1177,2021-11-05T17:01:07.078Z,2d654d177d6dd37aeef9a5e93982f2621050adaad2943383726265676bb5f857,162.220.51.249,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1181,2021-11-05T17:01:15.188Z,f8e7b10d0216342a7c830f8ca87e0eca5395b77e4a1e652fb04e52f7195484fc,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36"
1182,2021-11-05T17:01:23.265Z,608865814abc7cce04a1980c4acbbfed6b396bb9ffe65a15db31a6916bcf44ba,104.219.54.132,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1186,2021-11-05T17:01:43.022Z,b17b03708b9f6818e02706f40be35cde0011fd151a4b9694e3df0f7900d0ad16,45.31.246.102,Skyward Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
1187,2021-11-05T17:01:57.387Z,b17b03708b9f6818e02706f40be35cde0011fd151a4b9694e3df0f7900d0ad16,199.102.236.224,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1188,2021-11-05T17:02:13.064Z,f8e7b10d0216342a7c830f8ca87e0eca5395b77e4a1e652fb04e52f7195484fc,199.187.208.236,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1190,2021-11-05T17:02:13.814Z,78da3da0289b76b7411f819373402cb5e110d87966c44a979e6874d0f2257766,172.58.140.239,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
1191,2021-11-05T17:02:29.785Z,78da3da0289b76b7411f819373402cb5e110d87966c44a979e6874d0f2257766,216.119.158.181,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Safari/537.36"
1196,2021-11-05T17:03:58.697Z,81268226f0d766ea7a88e1c487fde610974a7b619dc32f5a964d571d19932487,173.244.210.72,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1198,2021-11-05T17:04:04.335Z,2d654d177d6dd37aeef9a5e93982f2621050adaad2943383726265676bb5f857,174.208.234.76,Dunkin Click,"Mozilla/5.0 (Linux; Android 9; SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36"
1200,2021-11-05T17:04:06.440Z,119986687519541fc9db4d39a528d3058524710639277235c93ecb1992debb44,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1201,2021-11-05T17:04:16.735Z,119986687519541fc9db4d39a528d3058524710639277235c93ecb1992debb44,199.195.192.27,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1211,2021-11-05T17:06:33.830Z,61b633e03e11bf4d4b2bb381ea05af3db7d250b19a4f281ce1a661ff9ff8c5c9,174.208.229.57,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
1212,2021-11-05T17:06:46.582Z,61b633e03e11bf4d4b2bb381ea05af3db7d250b19a4f281ce1a661ff9ff8c5c9,216.119.158.181,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1214,2021-11-05T17:07:18.434Z,8c7045229c3ffa1753766c38eca3d621fb51bd4363dac2835d6e4a5410f4aec2,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1216,2021-11-05T17:07:28.499Z,5166211b36a24f95e56c28fac4f2db1b4423b087134f6e0280b9ce2bdfbfc225,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36 Edg/95.0.1020.40"
1217,2021-11-05T17:07:39.025Z,8c7045229c3ffa1753766c38eca3d621fb51bd4363dac2835d6e4a5410f4aec2,68.169.41.48,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1218,2021-11-05T17:07:42.380Z,5166211b36a24f95e56c28fac4f2db1b4423b087134f6e0280b9ce2bdfbfc225,50.2.139.110,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1220,2021-11-05T17:07:51.295Z,72847c47329b4950dc121a3a7fe408cd7fc13f06ba67a518adc150da6bb086b3,67.162.37.18,Dunkin Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
1222,2021-11-05T17:07:59.249Z,541ab87e681c8354f9f01b7331918831a8f2e502cb32ae44b2352f178b7882bf,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1224,2021-11-05T17:08:13.306Z,b8a5a3005ca5e3b6ca377f728d59d9516c59c298ac4976a2289877ad5ccee2ac,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36"
1225,2021-11-05T17:08:19.452Z,72847c47329b4950dc121a3a7fe408cd7fc13f06ba67a518adc150da6bb086b3,103.196.180.14,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1227,2021-11-05T17:08:25.075Z,bd97c8e8426c38c3134508760c8f7e9190dd74a121b716aa7f01da4c479652fc,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
1228,2021-11-05T17:08:25.802Z,b8a5a3005ca5e3b6ca377f728d59d9516c59c298ac4976a2289877ad5ccee2ac,107.181.135.39,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1229,2021-11-05T17:08:35.987Z,1c8e3cd9640d63cfdbd47a2cb1e7ad0433e0d6ca0af4c9ecb62394dea876fdef,174.127.75.202,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1230,2021-11-05T17:08:36.267Z,f20f86262536d64f47eff9cd16d530853b779350fd7cffa647bcff667b52f304,52.226.104.181,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1231,2021-11-05T17:08:37.238Z,541ab87e681c8354f9f01b7331918831a8f2e502cb32ae44b2352f178b7882bf,174.127.125.198,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1232,2021-11-05T17:08:40.369Z,bd97c8e8426c38c3134508760c8f7e9190dd74a121b716aa7f01da4c479652fc,208.110.94.60,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1234,2021-11-05T17:08:50.944Z,1075e3120a9cd44b68f0d5adf47ab0ec5243e6a5811c92756f6120b04cfc3072,50.232.195.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1236,2021-11-05T17:08:57.708Z,bf516b29ff9bea3bf01acd74e83ed92f21b9ef28eaf9ea21999576719bd2f071,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1237,2021-11-05T17:09:05.815Z,1075e3120a9cd44b68f0d5adf47ab0ec5243e6a5811c92756f6120b04cfc3072,68.169.41.48,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1238,2021-11-05T17:09:23.876Z,bf516b29ff9bea3bf01acd74e83ed92f21b9ef28eaf9ea21999576719bd2f071,199.15.254.50,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1240,2021-11-05T17:10:05.597Z,7623dcd6c49a8cf9943d015423c9ec418e789cee6d59863a2f67c7586fd91be2,50.232.195.6,Skyward Click,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1241,2021-11-05T17:10:22.286Z,7623dcd6c49a8cf9943d015423c9ec418e789cee6d59863a2f67c7586fd91be2,64.111.26.61,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1243,2021-11-05T17:11:14.608Z,eb57179b0550ac9ae7290d14b7b91246404418a0045201aa38ec06e5d8b9c0ba,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
1244,2021-11-05T17:11:36.296Z,eb57179b0550ac9ae7290d14b7b91246404418a0045201aa38ec06e5d8b9c0ba,216.104.38.98,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1246,2021-11-05T17:12:20.470Z,4a3de692a5e17507ac3020526fb69116b43a35379e40a65df70200f7f9b27b23,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1247,2021-11-05T17:12:32.949Z,4a3de692a5e17507ac3020526fb69116b43a35379e40a65df70200f7f9b27b23,66.206.29.214,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1252,2021-11-05T17:13:29.975Z,dc39736b91e4bc517e0d131e642278a6ce59a054ee4b3788f66990b2e058683b,216.119.158.129,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1255,2021-11-05T17:13:52.555Z,a7a51f3d6683abd94bb658b6c74f7ca14237df7f6b58fa7456c292fda252b22d,65.60.37.195,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1259,2021-11-05T17:14:20.625Z,e3829e730cfcb6d90f5720bc22475c3246f6e30d9461ef844bf65453b51a7bc5,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1260,2021-11-05T17:14:38.042Z,e3829e730cfcb6d90f5720bc22475c3246f6e30d9461ef844bf65453b51a7bc5,192.34.80.172,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1263,2021-11-05T17:16:01.766Z,33ffa8ef714fd0ad44dc4fc4988611470bc0a5f2f4c67f286312cac1f415f2a1,173.208.164.107,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1267,2021-11-05T17:16:53.732Z,e48191a292f3d1af7c12f7719f9d478bc45c2c5412994a431ebe70bb339b3f64,71.57.99.226,Skyward Click,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1"
1268,2021-11-05T17:17:03.581Z,e48191a292f3d1af7c12f7719f9d478bc45c2c5412994a431ebe70bb339b3f64,208.110.66.77,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1270,2021-11-05T17:17:24.136Z,2c159af860e6a3f98033fed041843221055ebc2cc1a097f4907df678917a4230,12.177.158.6,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1272,2021-11-05T17:17:33.806Z,66e161709a510c202dc3e8e15010c221dcf597464bf47e6a01a51b95c1ebb36d,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
1273,2021-11-05T17:17:47.334Z,66e161709a510c202dc3e8e15010c221dcf597464bf47e6a01a51b95c1ebb36d,162.248.7.92,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1274,2021-11-05T17:17:59.660Z,2c159af860e6a3f98033fed041843221055ebc2cc1a097f4907df678917a4230,208.73.21.253,Dunkin Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1276,2021-11-05T17:18:02.735Z,b562f3fe245019c36936291c631c1e4b66e442e74fc72b989427994d092e5e47,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
1279,2021-11-05T17:18:16.330Z,b562f3fe245019c36936291c631c1e4b66e442e74fc72b989427994d092e5e47,65.60.37.206,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
1280,2021-11-05T17:18:16.347Z,6802e3546833e8af0815fee73d35415e57e197957cd77f6eec5154bde1809493,50.2.193.113,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Safari/537.36"
1282,2021-11-05T17:18:19.109Z,37c085b61f783c774dce6d8bf9329b2a1273d47e7d0ac137a1735fc61fd39995,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1283,2021-11-05T17:18:29.967Z,37c085b61f783c774dce6d8bf9329b2a1273d47e7d0ac137a1735fc61fd39995,216.104.38.106,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1285,2021-11-05T17:18:48.433Z,5757fd92ccb9e45c48cdfb2f818b73127e996c7b71364eb6db9353efabc21c47,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"
1286,2021-11-05T17:19:03.599Z,5757fd92ccb9e45c48cdfb2f818b73127e996c7b71364eb6db9353efabc21c47,192.158.238.192,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
1288,2021-11-05T17:19:15.116Z,72923bd8c63282426567bb42a68bfa57504e1e883c1064ec7553f57febad904e,12.177.158.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1289,2021-11-05T17:19:26.132Z,72923bd8c63282426567bb42a68bfa57504e1e883c1064ec7553f57febad904e,199.195.192.15,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36"
1293,2021-11-05T17:20:24.938Z,356609893c42b1461b986dfa24babe0d4551f4441275b16b0e41b2c4d33b5a82,174.209.3.7,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"
1296,2021-11-05T17:20:44.009Z,356609893c42b1461b986dfa24babe0d4551f4441275b16b0e41b2c4d33b5a82,50.2.193.161,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
1298,2021-11-05T17:20:45.799Z,4bea465d69b2eb67cf76221151aecb2e59e4050d6c9faf8ff7c875f5931f4c99,50.232.195.6,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
1299,2021-11-05T17:21:07.628Z,4bea465d69b2eb67cf76221151aecb2e59e4050d6c9faf8ff7c875f5931f4c99,216.119.145.112,Skyward Click,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36"
